CustomerKey,Customer Code,Name,Education,Occupation
14882,25881,"Clark, Jennifer",Bachelors,Management
14883,25882,"Roberts, Edward",Bachelors,Management
14887,25886,"Rogers, Rachel",Partial College,Professional
14899,25898,"Cai, Brittney",High School,Professional
14901,25900,"Sanders, Haley",Partial High School,Skilled Manual
14902,25901,"Harris, Lucas",Partial High School,Skilled Manual
14903,25902,"Li, Cameron",Partial High School,Skilled Manual
14904,25903,"Rai, Marshall",Partial High School,Skilled Manual
14906,25905,"Hayes, Nathan",Partial High School,Skilled Manual
14909,25908,"Long, Melissa",Partial College,Skilled Manual
14910,25909,"James, Chase",Partial College,Skilled Manual
14879,25878,"Simmons, Brianna",Bachelors,Management
8736,19735,"Reed, Mackenzie",Graduate Degree,Management
14898,25897,"Bailey, Kimberly",High School,Professional
218,11217,"Adams, Natalie",Partial College,Professional
233,11232,"Bryant, Hailey",High School,Professional
12451,23450,"Rogers, Alex",High School,Professional
8741,19740,"Liang, Connie",Graduate Degree,Management
208,11207,"Cox, Danielle",Partial College,Professional
223,11222,"Rivera, Alexandra",Bachelors,Management
253,11252,"Thompson, Nicholas",Graduate Degree,Management
280,11279,"Cook, Amanda",Partial College,Professional
12406,23405,"Madan, Kari",Graduate Degree,Professional
8761,19760,"Russell, Sydney",Partial College,Skilled Manual
14900,25899,"Rogers, Caitlin",High School,Professional
228,11227,"Chavez, Marshall",Partial College,Professional
8769,19768,"Jackson, Christopher",Partial High School,Clerical
14905,25904,"Collins, Ian",High School,Professional
5045,16044,"Rai, Connie",Bachelors,Manual
5048,16047,"Johnson, Taylor",Partial College,Manual
5049,16048,"Yang, Kelli",Partial College,Manual
5050,16049,"Nara, Ashlee",Partial College,Manual
6778,17777,"Alvarez, Armando",Bachelors,Clerical
6784,17783,"Jai, Tracy",Partial High School,Manual
6785,17784,"Patel, Mayra",Partial High School,Manual
6765,17764,"Garcia, Terrance",Bachelors,Clerical
6766,17765,"Zhang, Valerie",Bachelors,Clerical
6769,17768,"Parker, Luis",Partial College,Manual
6770,17769,"Martin, Nathan",Partial College,Manual
6775,17774,"Gutierrez, Brandi",Partial College,Manual
1480,12479,"Tang, Priscilla",Bachelors,Skilled Manual
1482,12481,"Diaz, Victor",Partial High School,Manual
1485,12484,"Suarez, Lori",High School,Manual
1488,12487,"Zhu, Willie",High School,Manual
1496,12495,"Miller, Lucas",Partial College,Clerical
1479,12478,"Mehta, Ruben",High School,Manual
15012,26011,"Yanagishima, Daisuke",Graduate Degree,Professional
15013,26012,"Bebbington, Mark",Partial College,Skilled Manual
15016,26015,"Chow, Gabriel",Bachelors,Professional
15002,26001,"Lee, Nicholas",Partial College,Skilled Manual
15003,26002,"Walker, Samuel",Partial College,Skilled Manual
15005,26004,"Washington, Arthur",Partial College,Skilled Manual
15006,26005,"Clark, Elizabeth",Partial College,Skilled Manual
15007,26006,"Peterson, Garrett",Bachelors,Professional
15008,26007,"Morgan, Jesse",Bachelors,Professional
15010,26009,"Foster, Luis",Graduate Degree,Professional
15011,26010,"Campbell, Morgan",Graduate Degree,Professional
2881,13880,"Kumar, Marshall",Bachelors,Skilled Manual
2882,13881,"Wood, Jasmine",Bachelors,Skilled Manual
2884,13883,"Lal, Brandon",Bachelors,Professional
2885,13884,"Rogers, Jada",Bachelors,Professional
2886,13885,"Howard, Brian",Graduate Degree,Professional
2887,13886,"Taylor, Rachel",Graduate Degree,Professional
15556,26555,"Perry, Jeremy",Partial College,Skilled Manual
15557,26556,"Cooper, Jeremy",Partial College,Skilled Manual
15574,26573,"Clark, Samantha",High School,Skilled Manual
15576,26575,"Gonzalez, Toni",High School,Skilled Manual
15577,26576,"Robinson, Kaitlyn",Partial College,Skilled Manual
15578,26577,"Edwards, Cindy",Partial College,Skilled Manual
15579,26578,"White, Jeremy",Partial College,Skilled Manual
8844,19843,"Kumar, Connor",Bachelors,Management
8846,19845,"Hernandez, Fernando",Bachelors,Management
8847,19846,"Patterson, Seth",Bachelors,Management
8849,19848,"Malhotra, Bryant",Bachelors,Management
8851,19850,"Hill, Jeremiah",High School,Professional
8852,19851,"Pal, Louis",Bachelors,Management
8853,19852,"Carter, Eric",Bachelors,Management
18868,CS688,Unknown,Unknown,Unknown
15009,26008,"Gonzales, Jennifer",Graduate Degree,Professional
2883,13882,"Russell, Mariah",Bachelors,Professional
15575,26574,"Allen, Jordan",High School,Skilled Manual
2888,13887,"Scott, Nathan",Graduate Degree,Professional
15558,26557,"Morgan, Katelyn",Partial College,Skilled Manual
8850,19849,"Wu, Jorge",High School,Professional
15004,26003,"Subram, Denise",Graduate Degree,Professional
15015,26014,"Torres, Olivia",Bachelors,Professional
11831,22830,"Travers, Lee",Partial College,Management
12767,23766,"Martinez, Cassandra",Partial College,Clerical
12777,23776,"Yuan, Cristina",Partial College,Clerical
12907,23906,"Ma, Alan",Bachelors,Clerical
12922,23921,"Lee, Charles",Bachelors,Professional
12923,23922,"Richardson, Cody",Bachelors,Professional
12926,23925,"Torres, Marie",Bachelors,Skilled Manual
12927,23926,"Weber, Lydia",Bachelors,Skilled Manual
11837,22836,"Sai, Michele",Partial High School,Professional
1942,12941,"Morgan, Maria",Bachelors,Skilled Manual
1944,12943,"Perez, Caleb",Bachelors,Skilled Manual
1947,12946,"Allen, Seth",Graduate Degree,Professional
1949,12948,"Kumar, Adam",Bachelors,Skilled Manual
1950,12949,"Rivera, Morgan",Bachelors,Skilled Manual
1951,12950,"Adams, Mary",Bachelors,Skilled Manual
1952,12951,"Simmons, Blake",Bachelors,Professional
1954,12953,"Cooper, Catherine",Graduate Degree,Professional
1955,12954,"Diaz, Pedro",Bachelors,Professional
1956,12955,"Hernandez, Theresa",Bachelors,Professional
1957,12956,"Sun, Marshall",Bachelors,Professional
1959,12958,"Campbell, Jennifer",Bachelors,Professional
1961,12960,"Lewis, Ashley",Bachelors,Professional
1962,12961,"Murphy, Kimberly",Partial College,Skilled Manual
1964,12963,"Anderson, Marcus",Partial College,Skilled Manual
1966,12965,"Bell, Cody",High School,Skilled Manual
1967,12966,"Zhu, Dennis",High School,Skilled Manual
1969,12968,"Butler, Paige",Partial College,Skilled Manual
1972,12971,"Nara, Carl",Bachelors,Professional
1974,12973,"Howard, Adrian",Partial College,Skilled Manual
1975,12974,"Gill, Marc",Graduate Degree,Professional
1976,12975,"Wilson, Marcus",Graduate Degree,Professional
1977,12976,"Thompson, Hunter",Graduate Degree,Professional
1980,12979,"Ward, Christina",Partial College,Skilled Manual
1982,12981,"Sanz, Joe",Graduate Degree,Professional
1983,12982,"Patterson, Brittany",Partial College,Skilled Manual
1984,12983,"Carter, Gabriella",Bachelors,Professional
2015,13014,"Clark, James",Bachelors,Management
2016,13015,"Parker, Rebecca",Bachelors,Management
2020,13019,"Murphy, Destiny",Partial College,Skilled Manual
2031,13030,"Lopez, Sophia",Partial College,Skilled Manual
9354,20353,"Phillips, Allison",Partial High School,Skilled Manual
9366,20365,"Scott, Isaac",High School,Professional
9369,20368,"Jackson, Thomas",Partial High School,Skilled Manual
15695,26694,"Hughes, Aaron",Partial College,Professional
16024,27023,"Simmons, Emily",Partial High School,Clerical
16026,27025,"Rivera, Jasmine",Partial High School,Clerical
16030,27029,"Hughes, Elizabeth",High School,Clerical
16031,27030,"Gray, Jan",High School,Clerical
16033,27032,"Garcia, Miguel",High School,Clerical
16034,27033,"Harrison, Ernest",Partial High School,Clerical
16035,27034,"Nara, Corey",Partial High School,Clerical
16036,27035,"Long, Ana",Partial High School,Clerical
16038,27037,"Rodriguez, Lauren",High School,Skilled Manual
16039,27038,"Reed, Eduardo",High School,Skilled Manual
16040,27039,"Lewis, Jonathan",High School,Skilled Manual
16041,27040,"Singh, Paul",Partial High School,Clerical
16045,27044,"Long, Carol",High School,Skilled Manual
16046,27045,"Brooks, Angel",High School,Skilled Manual
16204,27203,"Sanchez, Jennifer",Partial High School,Clerical
16205,27204,"Hall, Devin",High School,Clerical
16206,27205,"Murphy, Erin",High School,Clerical
16208,27207,"Morris, Taylor",Partial High School,Clerical
1953,12952,"Hughes, Jennifer",Bachelors,Professional
1968,12967,"Rodriguez, Fernando",High School,Skilled Manual
15793,26792,"Torres, Casey",Partial High School,Clerical
16042,27041,"Smith, Edward",Partial High School,Clerical
1943,12942,"Harris, Morgan",Bachelors,Skilled Manual
1958,12957,"Lopez, Isabella",Bachelors,Professional
1981,12980,"Moyer, Max",Graduate Degree,Professional
16032,27031,"Garcia, Jessica",High School,Clerical
1948,12947,"Sanchez, Isaiah",Bachelors,Professional
1963,12962,"Edwards, Jennifer",Partial College,Skilled Manual
1978,12977,"Johnson, Destiny",Graduate Degree,Professional
1986,12985,"Roberts, Hailey",Graduate Degree,Professional
16037,27036,"Brown, Hunter",High School,Skilled Manual
12602,23601,"Alan, Kari",High School,Professional
12603,23602,"Lopez, Andrea",High School,Professional
12605,23604,"Kovar, Troy",Partial College,Professional
12606,23605,"Sabella, Deanna",Partial College,Professional
12175,23174,"Gonzales, Gloria",Graduate Degree,Professional
12177,23176,"Ward, Jesse",Bachelors,Skilled Manual
12178,23177,"Richardson, Savannah",Bachelors,Skilled Manual
12179,23178,"Morris, Dalton",Bachelors,Skilled Manual
12180,23179,"Phillips, Jordan",Bachelors,Skilled Manual
12182,23181,"Evans, Evan",Graduate Degree,Professional
12183,23182,"Rivera, Savannah",Graduate Degree,Professional
13322,24321,"Scott, Gabriel",Bachelors,Professional
13324,24323,"Wright, Janet",Bachelors,Skilled Manual
13325,24324,"Reed, Jennifer",Bachelors,Skilled Manual
13327,24326,"Bryant, Adam",Bachelors,Skilled Manual
13328,24327,"Rogers, Evan",Bachelors,Skilled Manual
13329,24328,"Simmons, Melissa",Bachelors,Skilled Manual
10493,21492,"Jai, Robert",Partial College,Professional
10494,21493,"Coleman, Carson",Bachelors,Management
10505,21504,"Torres, Chloe",High School,Professional
10576,21575,"Foster, Justin",Partial College,Professional
10577,21576,"Gonzales, Benjamin",Partial College,Professional
10579,21578,"Green, Jordan",Graduate Degree,Management
10492,21491,"Lewis, Joseph",Partial College,Professional
10580,21579,"Jackson, Wyatt",Graduate Degree,Management
12181,23180,"Cook, Olivia",Graduate Degree,Professional
13326,24325,"Perry, Jason",Bachelors,Skilled Manual
10575,21574,"Lewis, Fernando",Partial College,Professional
12176,23175,"Flores, Melanie",Graduate Degree,Professional
6984,17983,"Saunders, Carol",Bachelors,Clerical
6986,17985,"Sun, Cedric",Bachelors,Clerical
6987,17986,"Malhotra, Monica",Bachelors,Clerical
7007,18006,"Chander, Franklin",Graduate Degree,Skilled Manual
7020,18019,"Raji, Yolanda",Bachelors,Skilled Manual
7147,18146,"Wang, Eugene",Partial College,Professional
15420,26419,"Suri, Geoffrey",High School,Management
7006,18005,"Ramos, Renee",Bachelors,Professional
15416,26415,"Lal, Latoya",Partial High School,Skilled Manual
6985,17984,"Andersen, Barbara",Bachelors,Clerical
7146,18145,"So, David",Bachelors,Management
7154,18153,"Gao, Karen",Bachelors,Management
12195,23194,"Cook, Shelby",Bachelors,Skilled Manual
16611,27610,"Washington, Jeremy",Partial High School,Skilled Manual
16612,27611,"Edwards, Jack",High School,Professional
16615,27614,"Ye, Warren",High School,Professional
16618,27617,"Phillips, Morgan",Partial College,Professional
16624,27623,"Jackson, Christian",Partial College,Professional
16625,27624,"Russell, Connor",Partial College,Professional
13222,24221,"Perez, Heidi",Graduate Degree,Management
13315,24314,"Howard, Bryan",Bachelors,Management
13316,24315,"Scott, Edward",Graduate Degree,Management
13318,24317,"Thomas, Devin",Graduate Degree,Management
13319,24318,"Long, Luis",Graduate Degree,Management
13395,24394,"Raji, Drew",Bachelors,Management
13396,24395,"Raji, Alison",Bachelors,Management
13398,24397,"Raman, Henry",Bachelors,Management
10751,21750,"Reed, Carlos",Graduate Degree,Management
10752,21751,"Jackson, Logan",Graduate Degree,Management
10755,21754,"Lopez, Kaitlyn",Bachelors,Management
10756,21755,"White, Lucas",Bachelors,Management
10757,21756,"Carter, Allison",Bachelors,Management
10758,21757,"Wang, Elijah",Bachelors,Management
7523,18522,"Smith, Jeremiah",Graduate Degree,Management
7790,18789,"Robinson, Seth",Graduate Degree,Management
7808,18807,"Bennett, Spencer",Graduate Degree,Management
7937,18936,"Collins, Morgan",Graduate Degree,Management
7954,18953,"Patterson, Mya",Bachelors,Management
7955,18954,"Young, Dalton",Bachelors,Management
8666,19665,"Gonzales, Eduardo",Graduate Degree,Management
8686,19685,"Perez, Brandy",Bachelors,Management
8687,19686,"Hernandez, Charles",Graduate Degree,Management
8688,19687,"Coleman, Connor",Bachelors,Management
8810,19809,"Sharma, Eric",Graduate Degree,Management
9298,20297,"Wu, Valerie",Graduate Degree,Management
9304,20303,"Morgan, Bryce",Graduate Degree,Management
9327,20326,"Blue, Paige",Bachelors,Management
18870,CS690,Unknown,Unknown,Unknown
16619,27618,"Diaz, Melanie",Partial College,Professional
13317,24316,"Diaz, Rachel",Graduate Degree,Management
10759,21758,"Malhotra, Patricia",High School,Professional
7787,18786,"Chande, Dustin",Bachelors,Management
9299,20298,"Arun, Edgar",Graduate Degree,Management
9326,20325,"Williams, Charles",Bachelors,Management
13397,24396,"Navarro, Robyn",Bachelors,Management
8691,19690,"White, Robert",Graduate Degree,Management
16613,27612,"Hill, Lucas",High School,Professional
16623,27622,"Wilson, Lucas",Partial College,Professional
10754,21753,"Robinson, Morgan",Bachelors,Management
7644,18643,"Thomas, Joshua",Graduate Degree,Professional
8826,19825,"Ferrier, Gilbert",Bachelors,Management
9303,20302,"Andersen, Tasha",Graduate Degree,Management
8197,19196,"She, April",Partial College,Clerical
8198,19197,"Sandoval, Briana",Partial College,Clerical
8299,19298,"Andersen, Priscilla",Graduate Degree,Skilled Manual
8312,19311,"Rubio, Dana",Graduate Degree,Clerical
8326,19325,"Chen, Kelli",Bachelors,Clerical
8340,19339,"Gomez, Lance",Bachelors,Professional
8365,19364,"Nara, Alejandro",Bachelors,Skilled Manual
8366,19365,"Shan, Wayne",Bachelors,Skilled Manual
8421,19420,"Raman, Stanley",Graduate Degree,Clerical
8439,19438,"Hu, Shannon",Graduate Degree,Clerical
8440,19439,"Xu, Franklin",Graduate Degree,Clerical
16315,27314,"Arthur, Jarrod",Bachelors,Management
16321,27320,"Green, Jose",High School,Professional
17514,28513,"Fernandez, Molly",Partial College,Manual
17519,28518,"Sanchez, Tammy",Bachelors,Clerical
17529,28528,"Chande, Tasha",Partial College,Manual
16326,27325,"Liang, Todd",Partial College,Professional
16334,27333,"Luo, Kathryn",Partial College,Management
11653,22652,"Shan, Gilbert",High School,Manual
11656,22655,"Young, Lucas",High School,Manual
11660,22659,"Luo, Shawna",High School,Manual
11661,22660,"Lopez, Monica",High School,Manual
8178,19177,"Chander, Donna",Bachelors,Skilled Manual
8341,19340,"Dominguez, Renee",Bachelors,Professional
11651,22650,"Suri, Kristina",Bachelors,Clerical
16316,27315,"Mitchell, James",Graduate Degree,Management
16322,27321,"Zhang, Dylan",Partial College,Professional
17532,28531,"Reed, Jared",Bachelors,Clerical
18856,CS645,Unknown,Unknown,Unknown
13521,24520,"Wilson, Joseph",Partial College,Skilled Manual
16640,27639,"Price, Emma",Partial College,Professional
16645,27644,"Sanchez, Alexandria",Partial College,Professional
16649,27648,"Rogers, Chase",Partial High School,Skilled Manual
16650,27649,"Bailey, Evan",High School,Professional
16651,27650,"Griffin, Richard",High School,Professional
16653,27652,"Foster, Miguel",Partial High School,Skilled Manual
16656,27655,"Alvarez, Melinda",Bachelors,Management
16658,27657,"Chandra, Frederick",Graduate Degree,Management
16660,27659,"Lopez, Jesse",Graduate Degree,Management
16661,27660,"Carlson, Gerald",Graduate Degree,Management
16667,27666,"Garcia, Alyssa",Partial High School,Skilled Manual
16668,27667,"Sanchez, Jessica",High School,Professional
16669,27668,"Gonzalez, Kevin",Graduate Degree,Management
4390,15389,"King, Joan",Bachelors,Management
4398,15397,"Tang, Karl",Partial College,Professional
4415,15414,"Richardson, Isaac",Graduate Degree,Management
4416,15415,"Gray, Rachel",Graduate Degree,Management
4737,15736,"Raje, Sheena",Graduate Degree,Management
16639,27638,"Brooks, Marcus",Partial College,Professional
16659,27658,"Gray, Cole",Graduate Degree,Management
16655,27654,"Diaz, Carrie",Graduate Degree,Management
16666,27665,"Patterson, Miguel",Partial High School,Skilled Manual
4399,15398,"Wang, Jose",Partial College,Professional
4413,15412,"Griffin, Ryan",Graduate Degree,Management
16652,27651,"Murphy, Jeremy",High School,Professional
15710,26709,"King, Mary",Partial High School,Skilled Manual
15711,26710,"Green, Jan",High School,Professional
15712,26711,"Bryant, Mya",High School,Professional
15713,26712,"Wilson, Ashley",Partial High School,Skilled Manual
15715,26714,"Long, Angela",Partial High School,Skilled Manual
15716,26715,"Bell, Gabriella",Partial High School,Skilled Manual
15718,26717,"Simpson, David",Partial College,Professional
15719,26718,"Flores, Richard",Graduate Degree,Management
15720,26719,"Li, Tamara",Partial College,Professional
15722,26721,"Jimenez, Paula",Partial College,Professional
15726,26725,"Smith, Alexis",Partial High School,Skilled Manual
15727,26726,"Rivera, Danielle",Partial High School,Skilled Manual
15728,26727,"Clark, Jose",High School,Professional
15729,26728,"Roberts, Elijah",Graduate Degree,Management
15732,26731,"Clark, Ethan",Partial College,Professional
15733,26732,"Rienstra, Martin",Partial College,Professional
11165,22164,"Morris, Destiny",Partial College,Skilled Manual
11166,22165,"Perez, Aaron",Partial College,Skilled Manual
11167,22166,"Gray, Katherine",Partial College,Skilled Manual
11184,22183,"Jones, Benjamin",Partial College,Skilled Manual
11185,22184,"Carter, Jeremy",Partial College,Skilled Manual
11186,22185,"Henderson, Connor",Partial College,Skilled Manual
11187,22186,"Foster, Jonathan",Partial College,Skilled Manual
13712,24711,"Hernandez, Rebekah",Partial College,Clerical
13719,24718,"Black, Terrence",Partial College,Clerical
13720,24719,"Zheng, Susan",Partial College,Clerical
13723,24722,"Ross, Hunter",Partial College,Clerical
13724,24723,"Pal, Shawna",Partial College,Clerical
17688,28687,"Gutierrez, Javier",High School,Manual
3344,14343,"Turner, Xavier",High School,Skilled Manual
3350,14349,"Griffin, Nicole",High School,Skilled Manual
3351,14350,"Moore, Emily",High School,Skilled Manual
3353,14352,"Butler, Melissa",High School,Skilled Manual
3356,14355,"King, Ian",Partial College,Skilled Manual
3357,14356,"Baker, Isabella",Bachelors,Management
3358,14357,"Collins, Dalton",Bachelors,Management
3359,14358,"Watson, Amanda",Bachelors,Management
3361,14360,"Patterson, Samantha",Graduate Degree,Skilled Manual
3362,14361,"Raje, Franklin",Graduate Degree,Skilled Manual
3363,14362,"Gill, Roberto",Partial College,Clerical
3366,14365,"Ward, Evan",Graduate Degree,Skilled Manual
3367,14366,"Brooks, Anna",Graduate Degree,Skilled Manual
13673,24672,"Cook, Jeremy",Partial College,Professional
13674,24673,"Cox, Paige",Partial College,Professional
13676,24675,"Nelson, Jackson",Partial College,Professional
13677,24676,"Roberts, Jeremy",Partial College,Professional
17397,28396,"Munoz, Rebekah",Bachelors,Professional
18871,CS691,Unknown,Unknown,Unknown
11492,22491,"Nara, Jerry",High School,Manual
11493,22492,"She, Jorge",High School,Manual
11495,22494,"Andersen, Jon",High School,Manual
11498,22497,"Gomez, Casey",Partial High School,Manual
11507,22506,"Prasad, Brenda",Partial College,Clerical
11508,22507,"Wang, Louis",Partial College,Clerical
11515,22514,"Johnsen, Marvin",High School,Manual
11517,22516,"Ortega, Adrienne",Partial College,Clerical
11522,22521,"Rivera, Christina",Partial College,Clerical
11523,22522,"Hayes, Benjamin",Partial College,Clerical
11569,22568,"Wu, Autumn",Graduate Degree,Clerical
11588,22587,"Alonso, Gina",Partial College,Manual
11592,22591,"Becker, Jon",Graduate Degree,Clerical
19057,CS636,Unknown,Unknown,Unknown
3352,14351,"Gray, Riley",Partial College,Skilled Manual
3365,14364,"Rai, Mario",Graduate Degree,Skilled Manual
11489,22488,"Patel, Frederick",Bachelors,Skilled Manual
15714,26713,"Edwards, Stephanie",Partial High School,Skilled Manual
15725,26724,"Edwards, Sydney",Partial High School,Skilled Manual
11494,22493,"Sanz, Dwayne",High School,Manual
11586,22585,"He, Kelvin",Graduate Degree,Clerical
13711,24710,"Malhotra, Brandy",Bachelors,Skilled Manual
17687,28686,"Jai, Sheena",High School,Manual
13675,24674,"Kumar, Dylan",Partial College,Professional
15730,26729,"Gray, Brian",Graduate Degree,Management
11518,22517,"Adams, Luis",Partial College,Clerical
11591,22590,"Hughes, Oscar",Partial College,Manual
11188,22187,"Russell, Hannah",High School,Skilled Manual
11189,22188,"Barnes, Sarah",Partial College,Skilled Manual
11191,22190,"Richardson, Carlos",Partial College,Professional
11192,22191,"Adams, Jack",Partial College,Professional
11193,22192,"Zimmerman, Henry",Partial College,Professional
11212,22211,"Gray, Richard",Partial College,Professional
13717,24716,"Liu, Colin",High School,Manual
14311,25310,"Kapoor, Janelle",Partial High School,Manual
12507,23506,"Campbell, Jesse",Partial College,Professional
12591,23590,"Brown, Austin",Bachelors,Management
13399,24398,"Davis, Brandon",Graduate Degree,Management
13402,24401,"Rana, Douglas",Bachelors,Management
13403,24402,"Alexander, Devin",Graduate Degree,Management
13407,24406,"Vazquez, Reginald",Bachelors,Management
13409,24408,"Diaz, Jordan",Bachelors,Management
13410,24409,"Hernandez, Jackson",Partial College,Professional
13412,24411,"Sanchez, Johnathan",Bachelors,Management
13413,24412,"Patterson, Angelica",Partial College,Professional
13414,24413,"Lewis, Nathan",High School,Professional
13415,24414,"Edwards, Adam",Bachelors,Management
13418,24417,"Harris, Christopher",Bachelors,Management
13424,24423,"Harris, Alyssa",Graduate Degree,Management
13425,24424,"Russell, Morgan",Graduate Degree,Management
13427,24426,"Russell, Jordan",Partial College,Professional
13428,24427,"Fernandez, Evelyn",Partial College,Professional
13429,24428,"Price, Hailey",Partial College,Professional
11190,22189,"Hernandez, Linda",Partial College,Professional
11219,22218,"Bryant, Christian",High School,Professional
13408,24407,"Peterson, Makayla",Bachelors,Management
11774,22773,"Zhang, Autumn",Partial College,Professional
11775,22774,"Alexander, Caleb",Partial College,Professional
11777,22776,"Perry, Julia",Partial College,Professional
11778,22777,"Garcia, Tyler",High School,Professional
11779,22778,"Dominguez, Monique",Partial College,Professional
11780,22779,"Ruiz, Lance",Partial College,Professional
11782,22781,"Powell, Hunter",Partial College,Professional
3391,14390,"Kumar, Logan",Bachelors,Management
3392,14391,"Long, Jason",Bachelors,Management
3393,14392,"Jackson, Justin",Bachelors,Management
3394,14393,"Perez, José",Bachelors,Management
3396,14395,"Reed, Devin",Bachelors,Management
3397,14396,"Sanchez, Zoe",Partial College,Professional
3398,14397,"Edwards, Sierra",Partial College,Professional
3399,14398,"Anderson, James",Partial College,Professional
17079,28078,"Young, Jack",Bachelors,Management
17082,28081,"Watson, Paige",Bachelors,Management
12292,23291,"Evans, Timothy",Graduate Degree,Skilled Manual
12293,23292,"Russell, Jose",Graduate Degree,Skilled Manual
12295,23294,"Chen, Suzanne",Graduate Degree,Skilled Manual
12296,23295,"Torres, Jaime",Graduate Degree,Skilled Manual
12297,23296,"Mehta, Molly",Partial College,Clerical
12298,23297,"Gomez, Tyrone",Partial College,Clerical
12300,23299,"Jimenez, Kristy",Partial College,Skilled Manual
12301,23300,"Henderson, Julia",Bachelors,Management
11762,22761,"Price, Eduardo",Partial College,Professional
11763,22762,"Diaz, Melissa",Partial College,Professional
11764,22763,"Gonzalez, Rebecca",Partial College,Professional
11765,22764,"Brooks, Chase",Partial College,Professional
11768,22767,"Hernandez, Luis",Partial College,Professional
11769,22768,"Zhang, Aaron",Bachelors,Management
11770,22769,"Martin, Benjamin",Partial College,Professional
11771,22770,"Morgan, Chloe",Partial College,Professional
13781,24780,"Hall, Courtney",Graduate Degree,Skilled Manual
13784,24783,"Raman, Barry",Graduate Degree,Skilled Manual
17100,28099,"Turner, Jesse",Partial College,Skilled Manual
17101,28100,"Gray, Kimberly",Partial College,Skilled Manual
17064,28063,"Turner, Gabrielle",Graduate Degree,Professional
17065,28064,"Nath, Tamara",Graduate Degree,Professional
17066,28065,"Gill, Carrie",Graduate Degree,Professional
17067,28066,"Taylor, Justin",Graduate Degree,Professional
17069,28068,"Wood, Amanda",Graduate Degree,Professional
17071,28070,"Morris, Ian",Bachelors,Management
17072,28071,"Ross, Trevor",Bachelors,Management
3400,14399,"Peterson, Jeremy",Bachelors,Management
13783,24782,"Morris, Nicole",Graduate Degree,Skilled Manual
17063,28062,"Roberts, Xavier",Graduate Degree,Professional
17083,28082,"Peterson, Nathaniel",Bachelors,Management
12294,23293,"Peterson, Kaylee",Graduate Degree,Skilled Manual
11767,22766,"Hayes, Cassidy",Partial College,Professional
11776,22775,"Martinez, Madison",Partial College,Professional
17068,28067,"Bennett, Olivia",Graduate Degree,Professional
3395,14394,"Rodriguez, Jacob",Bachelors,Management
12299,23298,"Martinez, Robert",Graduate Degree,Skilled Manual
11781,22780,"Rogers, Jennifer",Partial College,Professional
17896,28895,"Luo, Mitchell",Bachelors,Management
17901,28900,"Price, Jasmine",Bachelors,Management
17902,28901,"Hee, Martha",Bachelors,Management
17903,28902,"She, Suzanne",Bachelors,Management
12168,23167,"Jenkins, Hailey",Bachelors,Skilled Manual
12169,23168,"Hayes, Mya",Bachelors,Skilled Manual
12170,23169,"Andersen, Corey",Bachelors,Skilled Manual
12171,23170,"Jai, Aaron",Bachelors,Skilled Manual
12174,23173,"Rodriguez, Nathan",Graduate Degree,Professional
18872,CS693,Unknown,Unknown,Unknown
12167,23166,"Ward, Cody",High School,Skilled Manual
12172,23171,"Griffin, Ethan",Bachelors,Professional
17701,28700,"Garcia, Summer",Graduate Degree,Clerical
17569,28568,"Alonso, Daisy",Partial College,Clerical
12496,23495,"Shan, James",High School,Professional
12497,23496,"Harris, Nicholas",High School,Professional
12500,23499,"Washington, Spencer",Graduate Degree,Management
12501,23500,"Garcia, Adriana",Graduate Degree,Management
12502,23501,"Perry, Isabelle",Bachelors,Management
12505,23504,"Rana, George",Partial College,Professional
12508,23507,"Henderson, Rachel",High School,Professional
14044,25043,"Rai, Damien",High School,Skilled Manual
14045,25044,"Bailey, Emma",Partial College,Skilled Manual
14048,25047,"Long, Trevor",Partial College,Professional
14050,25049,"Ye, Candice",Partial College,Professional
14061,25060,"Martinez, Noah",Bachelors,Management
18873,CS694,Unknown,Unknown,Unknown
14060,25059,"Ward, Sean",Partial College,Professional
12498,23497,"Bryant, Olivia",High School,Professional
14046,25045,"Russell, Paige",High School,Skilled Manual
14051,25050,"Chen, Darryl",Partial College,Professional
16439,27438,"Shan, Alejandro",Partial College,Professional
16441,27440,"Howard, Trinity",Partial High School,Skilled Manual
16443,27442,"Raman, Janelle",High School,Professional
16444,27443,"Jackson, Jessica",Partial High School,Skilled Manual
16446,27445,"Tang, Shaun",Graduate Degree,Professional
16447,27446,"Jones, Tyler",Graduate Degree,Professional
16448,27447,"Hayes, Miranda",Graduate Degree,Professional
14256,25255,"Lal, Logan",High School,Skilled Manual
14261,25260,"Howard, Dalton",High School,Skilled Manual
14262,25261,"Phillips, Eduardo",High School,Skilled Manual
14275,25274,"Henderson, Samantha",High School,Skilled Manual
14276,25275,"Watson, Christina",High School,Skilled Manual
12844,23843,"Patterson, Marcus",Graduate Degree,Professional
12845,23844,"Gonzales, Alexandra",Bachelors,Skilled Manual
12848,23847,"Sharma, Chad",Bachelors,Skilled Manual
12849,23848,"Sai, Pamela",Bachelors,Skilled Manual
12850,23849,"Simmons, Alexis",Graduate Degree,Professional
12852,23851,"Rogers, Mariah",Graduate Degree,Professional
12853,23852,"Torres, Desiree",Graduate Degree,Professional
12834,23833,"Gonzales, Kevin",Bachelors,Skilled Manual
12835,23834,"Long, Ethan",Graduate Degree,Skilled Manual
12837,23836,"Carter, Chloe",Graduate Degree,Professional
